16.5130 	WARNING 	Movie2 stim could not be imported and won't be available
67.3800 	DATA 	Keypress: 5
67.4317 	Level Condition: 2 	25
67.4443 	Level image=tampico.jpg 	25
69.4238 	Level injecting via pump at address 1 	25
71.4326 	DATA 	Keypress: 5
71.4330 	DATA 	Keypress: 5
71.4333 	DATA 	Keypress: 5
75.4374 	DATA 	Keypress: 5
75.4377 	DATA 	Keypress: 5
75.4379 	DATA 	Keypress: 5
77.4234 	DATA 	Keypress: 5
77.4261 	DATA 	Keypress: 5
77.4444 	Level Condition: 0 	25
77.4522 	Level image=bottled_water.jpg 	25
79.4212 	Level injecting via pump at address 0 	25
81.4327 	DATA 	Keypress: 5
81.4331 	DATA 	Keypress: 5
81.4333 	DATA 	Keypress: 5
81.4338 	DATA 	Keypress: 5
85.4360 	DATA 	Keypress: 5
85.4364 	DATA 	Keypress: 5
85.4394 	DATA 	Keypress: 5
87.4232 	DATA 	Keypress: 5
87.4236 	DATA 	Keypress: 5
87.4364 	Level Condition: 1 	25
87.4422 	Level image=bottled_water.jpg 	25
89.4212 	Level injecting via pump at address 1 	25
91.4332 	DATA 	Keypress: 5
91.4336 	DATA 	Keypress: 5
91.4338 	DATA 	Keypress: 5
95.4374 	DATA 	Keypress: 5
95.4461 	DATA 	Keypress: 5
95.4465 	DATA 	Keypress: 5
95.4468 	DATA 	Keypress: 5
97.4236 	DATA 	Keypress: 5
97.4435 	Level Condition: 2 	25
97.4474 	Level image=tampico.jpg 	25
99.4212 	Level injecting via pump at address 1 	25
101.4331 	DATA 	Keypress: 5
101.4360 	DATA 	Keypress: 5
101.4363 	DATA 	Keypress: 5
101.4367 	DATA 	Keypress: 5
105.4368 	DATA 	Keypress: 5
105.4371 	DATA 	Keypress: 5
105.4375 	DATA 	Keypress: 5
107.4234 	DATA 	Keypress: 5
107.4237 	DATA 	Keypress: 5
107.4475 	Level Condition: 3 	25
107.4508 	Level image=tampico.jpg 	25
109.4212 	Level injecting via pump at address 0 	25
111.4328 	DATA 	Keypress: 5
111.4331 	DATA 	Keypress: 5
111.4334 	DATA 	Keypress: 5
115.4367 	DATA 	Keypress: 5
115.4372 	DATA 	Keypress: 5
115.4375 	DATA 	Keypress: 5
115.4378 	DATA 	Keypress: 5
117.4235 	DATA 	Keypress: 5
117.4238 	DATA 	Keypress: 5
117.4354 	Level Condition: 0 	25
117.4409 	Level image=bottled_water.jpg 	25
119.4212 	Level injecting via pump at address 0 	25
121.4349 	DATA 	Keypress: 5
121.4353 	DATA 	Keypress: 5
121.4485 	DATA 	Keypress: 5
125.4435 	DATA 	Keypress: 5
125.4439 	DATA 	Keypress: 5
125.4442 	DATA 	Keypress: 5
125.4445 	DATA 	Keypress: 5
127.4235 	DATA 	Keypress: 5
127.4409 	Level Condition: 3 	25
127.4447 	Level image=tampico.jpg 	25
129.4213 	Level injecting via pump at address 0 	25
131.4331 	DATA 	Keypress: 5
131.4335 	DATA 	Keypress: 5
131.4338 	DATA 	Keypress: 5
131.4342 	DATA 	Keypress: 5
135.4369 	DATA 	Keypress: 5
135.4516 	DATA 	Keypress: 5
135.4521 	DATA 	Keypress: 5
137.4233 	DATA 	Keypress: 5
137.4237 	DATA 	Keypress: 5
137.4360 	Level Condition: 0 	25
137.4427 	Level image=bottled_water.jpg 	25
139.4212 	Level injecting via pump at address 0 	25
141.4328 	DATA 	Keypress: 5
141.4331 	DATA 	Keypress: 5
141.4334 	DATA 	Keypress: 5
145.4409 	DATA 	Keypress: 5
145.4412 	DATA 	Keypress: 5
145.4415 	DATA 	Keypress: 5
145.4418 	DATA 	Keypress: 5
147.4237 	DATA 	Keypress: 5
147.4241 	DATA 	Keypress: 5
147.4326 	Level Condition: 0 	25
147.4374 	Level image=bottled_water.jpg 	25
149.4212 	Level injecting via pump at address 0 	25
151.4329 	DATA 	Keypress: 5
151.4333 	DATA 	Keypress: 5
151.4336 	DATA 	Keypress: 5
155.4367 	DATA 	Keypress: 5
155.4371 	DATA 	Keypress: 5
155.4373 	DATA 	Keypress: 5
157.4233 	DATA 	Keypress: 5
157.4236 	DATA 	Keypress: 5
157.4345 	Level Condition: 0 	25
157.4395 	Level image=bottled_water.jpg 	25
159.4212 	Level injecting via pump at address 0 	25
161.4326 	DATA 	Keypress: 5
161.4330 	DATA 	Keypress: 5
161.4527 	DATA 	Keypress: 5
161.4533 	DATA 	Keypress: 5
165.4721 	DATA 	Keypress: 5
165.4726 	DATA 	Keypress: 5
165.4728 	DATA 	Keypress: 5
167.4232 	DATA 	Keypress: 5
167.4236 	DATA 	Keypress: 5
167.4356 	Level Condition: 3 	25
167.4393 	Level image=tampico.jpg 	25
169.4212 	Level injecting via pump at address 0 	25
171.4325 	DATA 	Keypress: 5
171.4328 	DATA 	Keypress: 5
171.4331 	DATA 	Keypress: 5
175.4367 	DATA 	Keypress: 5
175.4482 	DATA 	Keypress: 5
175.4487 	DATA 	Keypress: 5
175.4491 	DATA 	Keypress: 5
177.4235 	DATA 	Keypress: 5
177.4387 	Level Condition: 3 	25
177.4420 	Level image=tampico.jpg 	25
179.4212 	Level injecting via pump at address 0 	25
181.4330 	DATA 	Keypress: 5
181.4334 	DATA 	Keypress: 5
181.4337 	DATA 	Keypress: 5
181.4341 	DATA 	Keypress: 5
185.4364 	DATA 	Keypress: 5
185.4368 	DATA 	Keypress: 5
185.4371 	DATA 	Keypress: 5
187.4232 	DATA 	Keypress: 5
187.4258 	DATA 	Keypress: 5
187.4347 	Level Condition: 2 	25
187.4375 	Level image=tampico.jpg 	25
189.4212 	Level injecting via pump at address 1 	25
191.4327 	DATA 	Keypress: 5
191.4330 	DATA 	Keypress: 5
191.4333 	DATA 	Keypress: 5
195.4405 	DATA 	Keypress: 5
195.4408 	DATA 	Keypress: 5
195.4411 	DATA 	Keypress: 5
195.4414 	DATA 	Keypress: 5
197.4235 	DATA 	Keypress: 5
197.4239 	DATA 	Keypress: 5
197.4408 	Level Condition: 1 	25
197.4468 	Level image=bottled_water.jpg 	25
199.4212 	Level injecting via pump at address 1 	25
201.4326 	DATA 	Keypress: 5
201.4330 	DATA 	Keypress: 5
201.4332 	DATA 	Keypress: 5
205.4366 	DATA 	Keypress: 5
205.4370 	DATA 	Keypress: 5
205.4373 	DATA 	Keypress: 5
205.4377 	DATA 	Keypress: 5
207.4234 	DATA 	Keypress: 5
207.4410 	Level Condition: 2 	25
