18.0215 	WARNING 	Movie2 stim could not be imported and won't be available
109.2809 	DATA 	Keypress: 5
109.3384 	Level Condition: 2 	25
109.3507 	Level image=tampico.jpg 	25
111.3140 	Level injecting via pump at address 1 	25
113.3258 	DATA 	Keypress: 5
113.3262 	DATA 	Keypress: 5
113.3264 	DATA 	Keypress: 5
117.3273 	DATA 	Keypress: 5
117.3277 	DATA 	Keypress: 5
117.3280 	DATA 	Keypress: 5
119.3136 	DATA 	Keypress: 5
119.3139 	DATA 	Keypress: 5
119.3220 	Level Condition: 0 	25
119.3297 	Level image=bottled_water.jpg 	25
121.3115 	Level injecting via pump at address 0 	25
123.3236 	DATA 	Keypress: 5
123.3360 	DATA 	Keypress: 5
123.3364 	DATA 	Keypress: 5
123.3369 	DATA 	Keypress: 5
127.3262 	DATA 	Keypress: 5
127.3266 	DATA 	Keypress: 5
127.3269 	DATA 	Keypress: 5
129.3136 	DATA 	Keypress: 5
129.3139 	DATA 	Keypress: 5
129.3308 	Level Condition: 3 	25
129.3347 	Level image=tampico.jpg 	25
131.3113 	Level injecting via pump at address 0 	25
133.3234 	DATA 	Keypress: 5
133.3238 	DATA 	Keypress: 5
133.3240 	DATA 	Keypress: 5
137.3262 	DATA 	Keypress: 5
137.3374 	DATA 	Keypress: 5
137.3378 	DATA 	Keypress: 5
137.3382 	DATA 	Keypress: 5
139.3135 	DATA 	Keypress: 5
139.3365 	Level Condition: 2 	25
139.3404 	Level image=tampico.jpg 	25
141.3114 	Level injecting via pump at address 1 	25
143.3230 	DATA 	Keypress: 5
143.3233 	DATA 	Keypress: 5
143.3236 	DATA 	Keypress: 5
143.3240 	DATA 	Keypress: 5
147.3264 	DATA 	Keypress: 5
147.3267 	DATA 	Keypress: 5
147.3270 	DATA 	Keypress: 5
149.3138 	DATA 	Keypress: 5
149.3163 	DATA 	Keypress: 5
149.3390 	Level Condition: 3 	25
149.3426 	Level image=tampico.jpg 	25
151.3113 	Level injecting via pump at address 0 	25
153.3229 	DATA 	Keypress: 5
153.3233 	DATA 	Keypress: 5
153.3235 	DATA 	Keypress: 5
157.3262 	DATA 	Keypress: 5
157.3265 	DATA 	Keypress: 5
157.3268 	DATA 	Keypress: 5
157.3271 	DATA 	Keypress: 5
159.3135 	DATA 	Keypress: 5
159.3138 	DATA 	Keypress: 5
159.3316 	Level Condition: 2 	25
159.3347 	Level image=tampico.jpg 	25
161.3113 	Level injecting via pump at address 1 	25
163.3239 	DATA 	Keypress: 5
163.3244 	DATA 	Keypress: 5
163.3248 	DATA 	Keypress: 5
167.3365 	DATA 	Keypress: 5
167.3369 	DATA 	Keypress: 5
167.3372 	DATA 	Keypress: 5
167.3375 	DATA 	Keypress: 5
169.3136 	DATA 	Keypress: 5
169.3241 	Level Condition: 2 	25
169.3277 	Level image=tampico.jpg 	25
171.3113 	Level injecting via pump at address 1 	25
173.3227 	DATA 	Keypress: 5
173.3231 	DATA 	Keypress: 5
173.3342 	DATA 	Keypress: 5
173.3347 	DATA 	Keypress: 5
177.3264 	DATA 	Keypress: 5
177.3267 	DATA 	Keypress: 5
177.3270 	DATA 	Keypress: 5
179.3135 	DATA 	Keypress: 5
179.3139 	DATA 	Keypress: 5
179.3254 	Level Condition: 0 	25
179.3309 	Level image=bottled_water.jpg 	25
181.3114 	Level injecting via pump at address 0 	25
183.3227 	DATA 	Keypress: 5
183.3231 	DATA 	Keypress: 5
183.3233 	DATA 	Keypress: 5
187.3265 	DATA 	Keypress: 5
187.3434 	DATA 	Keypress: 5
187.3439 	DATA 	Keypress: 5
187.3443 	DATA 	Keypress: 5
189.3136 	DATA 	Keypress: 5
189.3230 	DATA 	Keypress: 5
189.3283 	Level Condition: 3 	25
189.3319 	Level image=tampico.jpg 	25
191.3113 	Level injecting via pump at address 0 	25
193.3226 	DATA 	Keypress: 5
193.3230 	DATA 	Keypress: 5
193.3233 	DATA 	Keypress: 5
197.3261 	DATA 	Keypress: 5
197.3265 	DATA 	Keypress: 5
197.3268 	DATA 	Keypress: 5
199.3136 	DATA 	Keypress: 5
199.3162 	DATA 	Keypress: 5
199.3280 	Level Condition: 1 	25
199.3334 	Level image=bottled_water.jpg 	25
201.3113 	Level injecting via pump at address 1 	25
203.3228 	DATA 	Keypress: 5
203.3231 	DATA 	Keypress: 5
203.3234 	DATA 	Keypress: 5
203.3238 	DATA 	Keypress: 5
207.3650 	DATA 	Keypress: 5
207.3654 	DATA 	Keypress: 5
207.3658 	DATA 	Keypress: 5
209.3135 	DATA 	Keypress: 5
209.3138 	DATA 	Keypress: 5
209.3327 	Level Condition: 1 	25
209.3380 	Level image=bottled_water.jpg 	25
211.3113 	Level injecting via pump at address 1 	25
213.3228 	DATA 	Keypress: 5
213.3231 	DATA 	Keypress: 5
213.3233 	DATA 	Keypress: 5
217.3266 	DATA 	Keypress: 5
217.3270 	DATA 	Keypress: 5
217.3273 	DATA 	Keypress: 5
217.3276 	DATA 	Keypress: 5
219.3136 	DATA 	Keypress: 5
219.3264 	Level Condition: 0 	25
219.3315 	Level image=bottled_water.jpg 	25
221.3113 	Level injecting via pump at address 0 	25
223.3228 	DATA 	Keypress: 5
223.3307 	DATA 	Keypress: 5
223.3311 	DATA 	Keypress: 5
223.3316 	DATA 	Keypress: 5
227.3262 	DATA 	Keypress: 5
227.3265 	DATA 	Keypress: 5
227.3268 	DATA 	Keypress: 5
229.3136 	DATA 	Keypress: 5
229.3139 	DATA 	Keypress: 5
229.3331 	Level Condition: 2 	25
229.3370 	Level image=tampico.jpg 	25
231.3113 	Level injecting via pump at address 1 	25
233.3227 	DATA 	Keypress: 5
233.3231 	DATA 	Keypress: 5
233.3234 	DATA 	Keypress: 5
237.3268 	DATA 	Keypress: 5
237.3498 	DATA 	Keypress: 5
237.3505 	DATA 	Keypress: 5
237.3509 	DATA 	Keypress: 5
239.3133 	DATA 	Keypress: 5
239.3137 	DATA 	Keypress: 5
239.3343 	Level Condition: 3 	25
239.3378 	Level image=tampico.jpg 	25
241.3113 	Level injecting via pump at address 0 	25
243.3227 	DATA 	Keypress: 5
243.3231 	DATA 	Keypress: 5
243.3233 	DATA 	Keypress: 5
247.3291 	DATA 	Keypress: 5
247.3296 	DATA 	Keypress: 5
247.3300 	DATA 	Keypress: 5
247.3307 	DATA 	Keypress: 5
249.3137 	DATA 	Keypress: 5
249.3347 	Level Condition: 0 	25
249.3408 	Level image=bottled_water.jpg 	25
251.3113 	Level injecting via pump at address 0 	25
253.3230 	DATA 	Keypress: 5
253.3234 	DATA 	Keypress: 5
253.3236 	DATA 	Keypress: 5
253.3241 	DATA 	Keypress: 5
257.3263 	DATA 	Keypress: 5
257.3266 	DATA 	Keypress: 5
257.3269 	DATA 	Keypress: 5
259.3135 	DATA 	Keypress: 5
259.3139 	DATA 	Keypress: 5
259.3340 	Level Condition: 2 	25
259.3376 	Level image=tampico.jpg 	25
261.3113 	Level injecting via pump at address 1 	25
263.3226 	DATA 	Keypress: 5
263.3230 	DATA 	Keypress: 5
263.3232 	DATA 	Keypress: 5
267.3266 	DATA 	Keypress: 5
267.3269 	DATA 	Keypress: 5
267.3272 	DATA 	Keypress: 5
267.3277 	DATA 	Keypress: 5
269.3135 	DATA 	Keypress: 5
269.3372 	Level Condition: 0 	25
269.3434 	Level image=bottled_water.jpg 	25
269.3629 	DATA 	Keypress: 5
271.3113 	Level injecting via pump at address 0 	25
273.3233 	DATA 	Keypress: 5
273.3368 	DATA 	Keypress: 5
273.3374 	DATA 	Keypress: 5
277.3270 	DATA 	Keypress: 5
277.3274 	DATA 	Keypress: 5
277.3276 	DATA 	Keypress: 5
279.3135 	DATA 	Keypress: 5
279.3138 	DATA 	Keypress: 5
279.3247 	Level Condition: 2 	25
279.3286 	Level image=tampico.jpg 	25
281.3113 	Level injecting via pump at address 1 	25
283.3230 	DATA 	Keypress: 5
283.3233 	DATA 	Keypress: 5
283.3235 	DATA 	Keypress: 5
283.3240 	DATA 	Keypress: 5
287.3312 	DATA 	Keypress: 5
287.3342 	DATA 	Keypress: 5
287.3346 	DATA 	Keypress: 5
289.3135 	DATA 	Keypress: 5
289.3161 	DATA 	Keypress: 5
289.3303 	Level Condition: 0 	25
289.3365 	Level image=bottled_water.jpg 	25
291.3113 	Level injecting via pump at address 0 	25
293.3229 	DATA 	Keypress: 5
293.3232 	DATA 	Keypress: 5
293.3235 	DATA 	Keypress: 5
297.3295 	DATA 	Keypress: 5
297.3299 	DATA 	Keypress: 5
297.3302 	DATA 	Keypress: 5
297.3305 	DATA 	Keypress: 5
299.3135 	DATA 	Keypress: 5
299.3240 	Level Condition: 0 	25
299.3296 	Level image=bottled_water.jpg 	25
301.3113 	Level injecting via pump at address 0 	25
303.3229 	DATA 	Keypress: 5
303.3233 	DATA 	Keypress: 5
303.3249 	DATA 	Keypress: 5
303.3255 	DATA 	Keypress: 5
307.3263 	DATA 	Keypress: 5
307.3389 	DATA 	Keypress: 5
307.3394 	DATA 	Keypress: 5
309.3133 	DATA 	Keypress: 5
309.3137 	DATA 	Keypress: 5
309.3237 	Level Condition: 2 	25
309.3268 	Level image=tampico.jpg 	25
311.3113 	Level injecting via pump at address 1 	25
313.3227 	DATA 	Keypress: 5
313.3230 	DATA 	Keypress: 5
313.3233 	DATA 	Keypress: 5
317.3270 	DATA 	Keypress: 5
317.3274 	DATA 	Keypress: 5
317.3277 	DATA 	Keypress: 5
317.3280 	DATA 	Keypress: 5
319.3134 	DATA 	Keypress: 5
319.3138 	DATA 	Keypress: 5
319.3273 	Level Condition: 1 	25
319.3327 	Level image=bottled_water.jpg 	25
321.3113 	Level injecting via pump at address 1 	25
323.3229 	DATA 	Keypress: 5
323.3440 	DATA 	Keypress: 5
323.3445 	DATA 	Keypress: 5
327.3262 	DATA 	Keypress: 5
327.3266 	DATA 	Keypress: 5
327.3268 	DATA 	Keypress: 5
329.3135 	DATA 	Keypress: 5
329.3138 	DATA 	Keypress: 5
329.3293 	Level Condition: 1 	25
329.3351 	Level image=bottled_water.jpg 	25
331.3113 	Level injecting via pump at address 1 	25
333.3231 	DATA 	Keypress: 5
333.3234 	DATA 	Keypress: 5
333.3236 	DATA 	Keypress: 5
333.3241 	DATA 	Keypress: 5
337.3262 	DATA 	Keypress: 5
337.3266 	DATA 	Keypress: 5
337.3269 	DATA 	Keypress: 5
339.3134 	DATA 	Keypress: 5
339.3138 	DATA 	Keypress: 5
339.3292 	Level Condition: 0 	25
339.3348 	Level image=bottled_water.jpg 	25
341.3113 	Level injecting via pump at address 0 	25
343.3231 	DATA 	Keypress: 5
343.3234 	DATA 	Keypress: 5
343.3237 	DATA 	Keypress: 5
347.3264 	DATA 	Keypress: 5
347.3269 	DATA 	Keypress: 5
347.3272 	DATA 	Keypress: 5
347.3275 	DATA 	Keypress: 5
349.3134 	DATA 	Keypress: 5
467.2038 	DATA 	Keypress: 5
467.2520 	Level Condition: 2 	25
467.2581 	Level image=tampico.jpg 	25
469.2353 	Level injecting via pump at address 1 	25
471.2433 	DATA 	Keypress: 5
471.2436 	DATA 	Keypress: 5
471.2439 	DATA 	Keypress: 5
475.2477 	DATA 	Keypress: 5
475.2482 	DATA 	Keypress: 5
475.2612 	DATA 	Keypress: 5
477.2343 	DATA 	Keypress: 5
477.2347 	DATA 	Keypress: 5
477.2469 	Level Condition: 1 	25
477.2533 	Level image=bottled_water.jpg 	25
479.2324 	Level injecting via pump at address 1 	25
481.2437 	DATA 	Keypress: 5
481.2441 	DATA 	Keypress: 5
481.2443 	DATA 	Keypress: 5
481.2448 	DATA 	Keypress: 5
485.2471 	DATA 	Keypress: 5
485.2475 	DATA 	Keypress: 5
485.2478 	DATA 	Keypress: 5
487.2345 	DATA 	Keypress: 5
