11.0480 	WARNING 	Movie2 stim could not be imported and won't be available
68.5479 	DATA 	Keypress: 5
68.5858 	Level Condition: 0 	25
68.5950 	Level image=bottled_water.jpg 	25
70.5780 	Level injecting via pump at address 0 	25
72.5867 	DATA 	Keypress: 5
72.5872 	DATA 	Keypress: 5
72.5874 	DATA 	Keypress: 5
76.5946 	DATA 	Keypress: 5
76.5949 	DATA 	Keypress: 5
76.5952 	DATA 	Keypress: 5
78.5778 	DATA 	Keypress: 5
78.5782 	DATA 	Keypress: 5
78.5899 	Level Condition: 2 	25
78.5934 	Level image=tampico.jpg 	25
80.5755 	Level injecting via pump at address 1 	25
82.5868 	DATA 	Keypress: 5
82.5997 	DATA 	Keypress: 5
82.6001 	DATA 	Keypress: 5
82.6007 	DATA 	Keypress: 5
86.5903 	DATA 	Keypress: 5
86.5906 	DATA 	Keypress: 5
86.5910 	DATA 	Keypress: 5
88.5777 	DATA 	Keypress: 5
88.5780 	DATA 	Keypress: 5
88.5969 	Level Condition: 3 	25
88.6007 	Level image=tampico.jpg 	25
90.5755 	Level injecting via pump at address 0 	25
92.5881 	DATA 	Keypress: 5
92.5884 	DATA 	Keypress: 5
92.5887 	DATA 	Keypress: 5
96.5906 	DATA 	Keypress: 5
96.5928 	DATA 	Keypress: 5
96.5933 	DATA 	Keypress: 5
96.5938 	DATA 	Keypress: 5
98.5777 	DATA 	Keypress: 5
98.6015 	Level Condition: 2 	25
98.6051 	Level image=tampico.jpg 	25
100.5755 	Level injecting via pump at address 1 	25
102.5869 	DATA 	Keypress: 5
102.5872 	DATA 	Keypress: 5
102.5875 	DATA 	Keypress: 5
102.5880 	DATA 	Keypress: 5
106.5904 	DATA 	Keypress: 5
106.5907 	DATA 	Keypress: 5
106.5911 	DATA 	Keypress: 5
108.5777 	DATA 	Keypress: 5
108.5780 	DATA 	Keypress: 5
108.5885 	Level Condition: 1 	25
108.5938 	Level image=bottled_water.jpg 	25
110.5755 	Level injecting via pump at address 1 	25
112.5871 	DATA 	Keypress: 5
112.5874 	DATA 	Keypress: 5
112.5877 	DATA 	Keypress: 5
116.5905 	DATA 	Keypress: 5
116.6047 	DATA 	Keypress: 5
116.6052 	DATA 	Keypress: 5
116.6056 	DATA 	Keypress: 5
118.5775 	DATA 	Keypress: 5
118.5779 	DATA 	Keypress: 5
118.5865 	Level Condition: 0 	25
118.5915 	Level image=bottled_water.jpg 	25
120.5756 	Level injecting via pump at address 0 	25
122.5869 	DATA 	Keypress: 5
122.5873 	DATA 	Keypress: 5
122.5875 	DATA 	Keypress: 5
126.5973 	DATA 	Keypress: 5
126.5977 	DATA 	Keypress: 5
126.5980 	DATA 	Keypress: 5
126.5984 	DATA 	Keypress: 5
