4025.8539 	WARNING 	Movie2 stim could not be imported and won't be available
4189.4301 	DATA 	Keypress: 5
4189.4854 	Level Condition: 1 	25
4189.5018 	Level image=bottled_water.jpg 	25
4191.4600 	Level injecting via pump at address 1 	25
4193.4691 	DATA 	Keypress: 5
4193.4696 	DATA 	Keypress: 5
4193.4698 	DATA 	Keypress: 5
4197.4755 	DATA 	Keypress: 5
4197.4759 	DATA 	Keypress: 5
4197.4762 	DATA 	Keypress: 5
4199.4595 	DATA 	Keypress: 5
4199.4627 	DATA 	Keypress: 5
4199.4749 	Level Condition: 2 	25
4199.4799 	Level image=tampico.jpg 	25
4201.4571 	Level injecting via pump at address 1 	25
4203.4699 	DATA 	Keypress: 5
4203.4703 	DATA 	Keypress: 5
4203.4705 	DATA 	Keypress: 5
4203.4709 	DATA 	Keypress: 5
4207.4736 	DATA 	Keypress: 5
4207.4739 	DATA 	Keypress: 5
4207.4743 	DATA 	Keypress: 5
4209.4596 	DATA 	Keypress: 5
4209.4601 	DATA 	Keypress: 5
4209.4739 	Level Condition: 0 	25
4209.4803 	Level image=bottled_water.jpg 	25
4211.4571 	Level injecting via pump at address 0 	25
4213.4703 	DATA 	Keypress: 5
4213.4707 	DATA 	Keypress: 5
4213.4709 	DATA 	Keypress: 5
4217.4733 	DATA 	Keypress: 5
4217.4929 	DATA 	Keypress: 5
4217.4933 	DATA 	Keypress: 5
4217.4937 	DATA 	Keypress: 5
4219.4592 	DATA 	Keypress: 5
4219.4779 	Level Condition: 0 	25
4219.4840 	Level image=bottled_water.jpg 	25
4221.4571 	Level injecting via pump at address 0 	25
4223.4744 	DATA 	Keypress: 5
4223.4747 	DATA 	Keypress: 5
4223.4751 	DATA 	Keypress: 5
4223.4755 	DATA 	Keypress: 5
4227.4735 	DATA 	Keypress: 5
4227.4738 	DATA 	Keypress: 5
4227.4742 	DATA 	Keypress: 5
4229.4594 	DATA 	Keypress: 5
4229.4597 	DATA 	Keypress: 5
4229.4760 	Level Condition: 2 	25
4229.4791 	Level image=tampico.jpg 	25
4231.4571 	Level injecting via pump at address 1 	25
4233.4793 	DATA 	Keypress: 5
4233.4798 	DATA 	Keypress: 5
4233.4802 	DATA 	Keypress: 5
4237.4738 	DATA 	Keypress: 5
4237.4743 	DATA 	Keypress: 5
4237.4745 	DATA 	Keypress: 5
4237.4749 	DATA 	Keypress: 5
4239.4593 	DATA 	Keypress: 5
4239.4596 	DATA 	Keypress: 5
4239.4709 	Level Condition: 1 	25
4239.4763 	Level image=bottled_water.jpg 	25
4241.4571 	Level injecting via pump at address 1 	25
4243.4711 	DATA 	Keypress: 5
4243.4746 	DATA 	Keypress: 5
4243.4751 	DATA 	Keypress: 5
4247.4863 	DATA 	Keypress: 5
4247.4867 	DATA 	Keypress: 5
4247.4870 	DATA 	Keypress: 5
4247.4875 	DATA 	Keypress: 5
4249.4594 	DATA 	Keypress: 5
4249.4779 	Level Condition: 3 	25
4249.4816 	Level image=tampico.jpg 	25
4251.4571 	Level injecting via pump at address 0 	25
4253.4699 	DATA 	Keypress: 5
4253.4702 	DATA 	Keypress: 5
4253.4705 	DATA 	Keypress: 5
4253.4709 	DATA 	Keypress: 5
4257.4731 	DATA 	Keypress: 5
4257.4769 	DATA 	Keypress: 5
4257.4773 	DATA 	Keypress: 5
4259.4594 	DATA 	Keypress: 5
4259.4597 	DATA 	Keypress: 5
4259.4819 	Level Condition: 0 	25
4259.4898 	Level image=bottled_water.jpg 	25
4261.4571 	Level injecting via pump at address 0 	25
4263.4699 	DATA 	Keypress: 5
4263.4815 	DATA 	Keypress: 5
4263.4819 	DATA 	Keypress: 5
4267.4739 	DATA 	Keypress: 5
4267.4768 	DATA 	Keypress: 5
4267.4771 	DATA 	Keypress: 5
4267.4774 	DATA 	Keypress: 5
4269.4594 	DATA 	Keypress: 5
4269.4679 	Level Condition: 1 	25
4269.4728 	Level image=bottled_water.jpg 	25
4269.4981 	DATA 	Keypress: 5
4271.4571 	Level injecting via pump at address 1 	25
4273.4777 	DATA 	Keypress: 5
4273.4782 	DATA 	Keypress: 5
4273.4814 	DATA 	Keypress: 5
4277.4733 	DATA 	Keypress: 5
4277.4832 	DATA 	Keypress: 5
4277.4837 	DATA 	Keypress: 5
4279.4597 	DATA 	Keypress: 5
4279.4600 	DATA 	Keypress: 5
4279.4767 	Level Condition: 3 	25
4279.4807 	Level image=tampico.jpg 	25
4281.4571 	Level injecting via pump at address 0 	25
4283.4743 	DATA 	Keypress: 5
4283.4746 	DATA 	Keypress: 5
4283.4749 	DATA 	Keypress: 5
4283.4785 	DATA 	Keypress: 5
4287.5146 	DATA 	Keypress: 5
4287.5150 	DATA 	Keypress: 5
4287.5153 	DATA 	Keypress: 5
4289.4593 	DATA 	Keypress: 5
4289.4597 	DATA 	Keypress: 5
4289.4809 	Level Condition: 2 	25
4289.4843 	Level image=tampico.jpg 	25
4291.4573 	Level injecting via pump at address 1 	25
4293.4702 	DATA 	Keypress: 5
4293.4706 	DATA 	Keypress: 5
4293.4710 	DATA 	Keypress: 5
4297.4740 	DATA 	Keypress: 5
4297.4774 	DATA 	Keypress: 5
4297.4777 	DATA 	Keypress: 5
4297.4780 	DATA 	Keypress: 5
4299.4594 	DATA 	Keypress: 5
4299.4681 	Level Condition: 2 	25
4299.4710 	Level image=tampico.jpg 	25
4301.4573 	Level injecting via pump at address 1 	25
4303.4706 	DATA 	Keypress: 5
4303.4710 	DATA 	Keypress: 5
4303.4713 	DATA 	Keypress: 5
4303.4717 	DATA 	Keypress: 5
4307.4732 	DATA 	Keypress: 5
4307.4871 	DATA 	Keypress: 5
4307.4875 	DATA 	Keypress: 5
4309.4592 	DATA 	Keypress: 5
4309.4596 	DATA 	Keypress: 5
4309.4699 	Level Condition: 0 	25
4309.4755 	Level image=bottled_water.jpg 	25
4311.4571 	Level injecting via pump at address 0 	25
4313.4697 	DATA 	Keypress: 5
4313.4700 	DATA 	Keypress: 5
4313.4703 	DATA 	Keypress: 5
4317.4765 	DATA 	Keypress: 5
4317.4770 	DATA 	Keypress: 5
4317.4773 	DATA 	Keypress: 5
4317.4776 	DATA 	Keypress: 5
4319.4594 	DATA 	Keypress: 5
4319.4597 	DATA 	Keypress: 5
4319.4715 	Level Condition: 3 	25
4319.4764 	Level image=tampico.jpg 	25
4321.4571 	Level injecting via pump at address 0 	25
4323.4788 	DATA 	Keypress: 5
4323.4792 	DATA 	Keypress: 5
4323.4795 	DATA 	Keypress: 5
4327.4820 	DATA 	Keypress: 5
4327.4824 	DATA 	Keypress: 5
4327.4827 	DATA 	Keypress: 5
4327.4831 	DATA 	Keypress: 5
4329.4596 	DATA 	Keypress: 5
4329.4721 	Level Condition: 0 	25
4329.4781 	Level image=bottled_water.jpg 	25
4331.4571 	Level injecting via pump at address 0 	25
4333.4752 	DATA 	Keypress: 5
4333.4793 	DATA 	Keypress: 5
4333.4799 	DATA 	Keypress: 5
4333.4807 	DATA 	Keypress: 5
4337.4757 	DATA 	Keypress: 5
4337.4761 	DATA 	Keypress: 5
4337.4765 	DATA 	Keypress: 5
4339.4620 	DATA 	Keypress: 5
4339.4623 	DATA 	Keypress: 5
4339.4705 	Level Condition: 0 	25
4339.4756 	Level image=bottled_water.jpg 	25
4341.4571 	Level injecting via pump at address 0 	25
4343.4720 	DATA 	Keypress: 5
4343.4724 	DATA 	Keypress: 5
4343.4727 	DATA 	Keypress: 5
4347.4797 	DATA 	Keypress: 5
4347.4800 	DATA 	Keypress: 5
4347.4803 	DATA 	Keypress: 5
4347.4806 	DATA 	Keypress: 5
4349.4593 	DATA 	Keypress: 5
4349.4758 	Level Condition: 2 	25
4349.4795 	Level image=tampico.jpg 	25
4351.4572 	Level injecting via pump at address 1 	25
4353.4752 	DATA 	Keypress: 5
4353.4757 	DATA 	Keypress: 5
4353.4761 	DATA 	Keypress: 5
4353.4768 	DATA 	Keypress: 5
4357.4759 	DATA 	Keypress: 5
4357.4762 	DATA 	Keypress: 5
4357.4765 	DATA 	Keypress: 5
4359.4594 	DATA 	Keypress: 5
4359.4598 	DATA 	Keypress: 5
4359.4776 	Level Condition: 0 	25
4359.4835 	Level image=bottled_water.jpg 	25
4361.4571 	Level injecting via pump at address 0 	25
4363.4730 	DATA 	Keypress: 5
4363.4814 	DATA 	Keypress: 5
4363.4818 	DATA 	Keypress: 5
4363.4823 	DATA 	Keypress: 5
4367.4738 	DATA 	Keypress: 5
4367.4742 	DATA 	Keypress: 5
4367.4745 	DATA 	Keypress: 5
4369.4595 	DATA 	Keypress: 5
4369.4599 	DATA 	Keypress: 5
4369.4696 	Level Condition: 0 	25
4369.4749 	Level image=bottled_water.jpg 	25
4371.4571 	Level injecting via pump at address 0 	25
4373.4697 	DATA 	Keypress: 5
4373.4702 	DATA 	Keypress: 5
4373.4705 	DATA 	Keypress: 5
4377.4767 	DATA 	Keypress: 5
4377.4773 	DATA 	Keypress: 5
4377.4777 	DATA 	Keypress: 5
4377.4782 	DATA 	Keypress: 5
4379.4594 	DATA 	Keypress: 5
4379.4774 	Level Condition: 2 	25
4379.4811 	Level image=tampico.jpg 	25
4381.4571 	Level injecting via pump at address 1 	25
4383.4705 	DATA 	Keypress: 5
4383.4708 	DATA 	Keypress: 5
4383.4711 	DATA 	Keypress: 5
4383.4716 	DATA 	Keypress: 5
4387.4762 	DATA 	Keypress: 5
4387.4766 	DATA 	Keypress: 5
4387.4769 	DATA 	Keypress: 5
4389.4593 	DATA 	Keypress: 5
4389.4596 	DATA 	Keypress: 5
4389.4794 	Level Condition: 2 	25
4389.4825 	Level image=tampico.jpg 	25
4391.4571 	Level injecting via pump at address 1 	25
4393.4732 	DATA 	Keypress: 5
4393.4737 	DATA 	Keypress: 5
4393.4740 	DATA 	Keypress: 5
4397.4747 	DATA 	Keypress: 5
4397.4782 	DATA 	Keypress: 5
4397.4786 	DATA 	Keypress: 5
4397.4789 	DATA 	Keypress: 5
4399.4597 	DATA 	Keypress: 5
4399.4600 	DATA 	Keypress: 5
4399.4776 	Level Condition: 3 	25
4399.4810 	Level image=tampico.jpg 	25
4401.4571 	Level injecting via pump at address 0 	25
4403.4702 	DATA 	Keypress: 5
4403.4799 	DATA 	Keypress: 5
4403.4803 	DATA 	Keypress: 5
4407.4739 	DATA 	Keypress: 5
4407.4743 	DATA 	Keypress: 5
4407.4745 	DATA 	Keypress: 5
4409.4592 	DATA 	Keypress: 5
4409.4595 	DATA 	Keypress: 5
4409.4760 	Level Condition: 1 	25
4409.4820 	Level image=bottled_water.jpg 	25
4411.4572 	Level injecting via pump at address 1 	25
4413.4701 	DATA 	Keypress: 5
4413.4705 	DATA 	Keypress: 5
