4214.6270 	WARNING 	Movie2 stim could not be imported and won't be available
4266.7942 	DATA 	Keypress: 5
4266.8334 	Level Condition: 2 	25
4266.8473 	Level image=tampico.jpg 	25
4268.8173 	Level injecting via pump at address 1 	25
4270.8255 	DATA 	Keypress: 5
4270.8260 	DATA 	Keypress: 5
4270.8262 	DATA 	Keypress: 5
4274.8308 	DATA 	Keypress: 5
4274.8404 	DATA 	Keypress: 5
4274.8408 	DATA 	Keypress: 5
4276.8168 	DATA 	Keypress: 5
4276.8171 	DATA 	Keypress: 5
4276.8404 	Level Condition: 2 	25
4276.8440 	Level image=tampico.jpg 	25
4278.8145 	Level injecting via pump at address 1 	25
4280.8264 	DATA 	Keypress: 5
4280.8268 	DATA 	Keypress: 5
4280.8271 	DATA 	Keypress: 5
4280.8274 	DATA 	Keypress: 5
4284.8297 	DATA 	Keypress: 5
4284.8300 	DATA 	Keypress: 5
4284.8303 	DATA 	Keypress: 5
4286.8167 	DATA 	Keypress: 5
4286.8192 	DATA 	Keypress: 5
4286.8428 	Level Condition: 0 	25
4286.8524 	Level image=bottled_water.jpg 	25
4288.8145 	Level injecting via pump at address 0 	25
4290.8261 	DATA 	Keypress: 5
4290.8265 	DATA 	Keypress: 5
4290.8267 	DATA 	Keypress: 5
4294.8300 	DATA 	Keypress: 5
4294.8303 	DATA 	Keypress: 5
4294.8306 	DATA 	Keypress: 5
4294.8308 	DATA 	Keypress: 5
4296.8167 	DATA 	Keypress: 5
4296.8319 	Level Condition: 1 	25
4296.8379 	Level image=bottled_water.jpg 	25
4298.8145 	Level injecting via pump at address 1 	25
4300.8259 	DATA 	Keypress: 5
4300.8262 	DATA 	Keypress: 5
4300.8290 	DATA 	Keypress: 5
4300.8295 	DATA 	Keypress: 5
4304.8294 	DATA 	Keypress: 5
4304.8298 	DATA 	Keypress: 5
4304.8302 	DATA 	Keypress: 5
4306.8165 	DATA 	Keypress: 5
4306.8168 	DATA 	Keypress: 5
4306.8285 	Level Condition: 2 	25
4306.8328 	Level image=tampico.jpg 	25
4308.8145 	Level injecting via pump at address 1 	25
4310.8272 	DATA 	Keypress: 5
4310.8276 	DATA 	Keypress: 5
4310.8278 	DATA 	Keypress: 5
4314.8302 	DATA 	Keypress: 5
4314.8392 	DATA 	Keypress: 5
4314.8396 	DATA 	Keypress: 5
4314.8399 	DATA 	Keypress: 5
4316.8165 	DATA 	Keypress: 5
4316.8169 	DATA 	Keypress: 5
4316.8255 	Level Condition: 0 	25
4316.8305 	Level image=bottled_water.jpg 	25
4318.8145 	Level injecting via pump at address 0 	25
4320.8256 	DATA 	Keypress: 5
4320.8260 	DATA 	Keypress: 5
4320.8263 	DATA 	Keypress: 5
4324.8366 	DATA 	Keypress: 5
4324.8370 	DATA 	Keypress: 5
4324.8392 	DATA 	Keypress: 5
4324.8396 	DATA 	Keypress: 5
4326.8167 	DATA 	Keypress: 5
4326.8294 	Level Condition: 0 	25
4326.8347 	Level image=bottled_water.jpg 	25
4328.8145 	Level injecting via pump at address 0 	25
4330.8268 	DATA 	Keypress: 5
4330.8272 	DATA 	Keypress: 5
4330.8274 	DATA 	Keypress: 5
4330.8278 	DATA 	Keypress: 5
4334.8334 	DATA 	Keypress: 5
4334.8338 	DATA 	Keypress: 5
4334.8343 	DATA 	Keypress: 5
4336.8167 	DATA 	Keypress: 5
4336.8170 	DATA 	Keypress: 5
4336.8307 	Level Condition: 0 	25
4336.8357 	Level image=bottled_water.jpg 	25
4338.8145 	Level injecting via pump at address 0 	25
4340.8259 	DATA 	Keypress: 5
4340.8381 	DATA 	Keypress: 5
4340.8385 	DATA 	Keypress: 5
4344.8296 	DATA 	Keypress: 5
4344.8299 	DATA 	Keypress: 5
4344.8302 	DATA 	Keypress: 5
4344.8306 	DATA 	Keypress: 5
4346.8166 	DATA 	Keypress: 5
4346.8309 	Level Condition: 2 	25
4346.8347 	Level image=tampico.jpg 	25
