11898.5740 	WARNING 	Movie2 stim could not be imported and won't be available
11951.4320 	DATA 	Keypress: 5
11951.4752 	Level Condition: 0 	25
11951.4930 	Level image=bottled_water.jpg 	25
11953.4583 	Level injecting via pump at address 0 	25
11955.4668 	DATA 	Keypress: 5
11955.4673 	DATA 	Keypress: 5
11955.4676 	DATA 	Keypress: 5
11959.4727 	DATA 	Keypress: 5
11959.4730 	DATA 	Keypress: 5
11959.4733 	DATA 	Keypress: 5
11961.4578 	DATA 	Keypress: 5
11961.4582 	DATA 	Keypress: 5
11961.4702 	Level Condition: 2 	25
11961.4758 	Level image=tampico.jpg 	25
11963.4556 	Level injecting via pump at address 1 	25
11965.4667 	DATA 	Keypress: 5
11965.4781 	DATA 	Keypress: 5
11965.4784 	DATA 	Keypress: 5
11965.4790 	DATA 	Keypress: 5
11969.4759 	DATA 	Keypress: 5
11969.4764 	DATA 	Keypress: 5
11969.4768 	DATA 	Keypress: 5
11971.4577 	DATA 	Keypress: 5
11971.4580 	DATA 	Keypress: 5
11971.4768 	Level Condition: 1 	25
11971.4829 	Level image=bottled_water.jpg 	25
11973.4556 	Level injecting via pump at address 1 	25
11975.4677 	DATA 	Keypress: 5
11975.4681 	DATA 	Keypress: 5
11975.4684 	DATA 	Keypress: 5
11979.4733 	DATA 	Keypress: 5
11979.4956 	DATA 	Keypress: 5
11979.4961 	DATA 	Keypress: 5
11979.4965 	DATA 	Keypress: 5
11981.4577 	DATA 	Keypress: 5
11981.4819 	Level Condition: 2 	25
11981.4853 	Level image=tampico.jpg 	25
11983.4556 	Level injecting via pump at address 1 	25
11985.4682 	DATA 	Keypress: 5
11985.4686 	DATA 	Keypress: 5
11985.4689 	DATA 	Keypress: 5
11985.4693 	DATA 	Keypress: 5
11989.4718 	DATA 	Keypress: 5
11989.4804 	DATA 	Keypress: 5
11989.4807 	DATA 	Keypress: 5
11991.4576 	DATA 	Keypress: 5
11991.4580 	DATA 	Keypress: 5
11991.4700 	Level Condition: 0 	25
11991.4752 	Level image=bottled_water.jpg 	25
11993.4555 	Level injecting via pump at address 0 	25
11995.4677 	DATA 	Keypress: 5
11995.4681 	DATA 	Keypress: 5
11995.4684 	DATA 	Keypress: 5
11999.4715 	DATA 	Keypress: 5
11999.4719 	DATA 	Keypress: 5
11999.4722 	DATA 	Keypress: 5
11999.4725 	DATA 	Keypress: 5
12001.4600 	DATA 	Keypress: 5
12001.4603 	DATA 	Keypress: 5
12001.4759 	Level Condition: 3 	25
12001.4796 	Level image=tampico.jpg 	25
12003.4556 	Level injecting via pump at address 0 	25
12005.4673 	DATA 	Keypress: 5
12005.4677 	DATA 	Keypress: 5
12005.4681 	DATA 	Keypress: 5
12009.4779 	DATA 	Keypress: 5
12009.4783 	DATA 	Keypress: 5
12009.4785 	DATA 	Keypress: 5
12009.4790 	DATA 	Keypress: 5
12011.4579 	DATA 	Keypress: 5
12011.4666 	Level Condition: 0 	25
12011.4718 	Level image=bottled_water.jpg 	25
12013.4555 	Level injecting via pump at address 0 	25
12015.4679 	DATA 	Keypress: 5
12015.4683 	DATA 	Keypress: 5
12015.4686 	DATA 	Keypress: 5
12015.4691 	DATA 	Keypress: 5
12019.4721 	DATA 	Keypress: 5
12019.4724 	DATA 	Keypress: 5
12019.4727 	DATA 	Keypress: 5
12021.4582 	DATA 	Keypress: 5
12021.4585 	DATA 	Keypress: 5
12021.4670 	Level Condition: 3 	25
12021.4704 	Level image=tampico.jpg 	25
12023.4556 	Level injecting via pump at address 0 	25
12025.4691 	DATA 	Keypress: 5
12025.4874 	DATA 	Keypress: 5
12025.4879 	DATA 	Keypress: 5
12029.4741 	DATA 	Keypress: 5
12029.4745 	DATA 	Keypress: 5
12029.4748 	DATA 	Keypress: 5
12029.4752 	DATA 	Keypress: 5
12031.4579 	DATA 	Keypress: 5
12031.4710 	Level Condition: 3 	25
12031.4742 	Level image=tampico.jpg 	25
12031.4960 	DATA 	Keypress: 5
12033.4556 	Level injecting via pump at address 0 	25
12035.4670 	DATA 	Keypress: 5
12035.4675 	DATA 	Keypress: 5
12035.4679 	DATA 	Keypress: 5
12039.4877 	DATA 	Keypress: 5
12039.4883 	DATA 	Keypress: 5
12039.4887 	DATA 	Keypress: 5
12041.4577 	DATA 	Keypress: 5
12041.4580 	DATA 	Keypress: 5
12041.4739 	Level Condition: 2 	25
12041.4773 	Level image=tampico.jpg 	25
12043.4556 	Level injecting via pump at address 1 	25
12045.4683 	DATA 	Keypress: 5
12045.4687 	DATA 	Keypress: 5
12045.4689 	DATA 	Keypress: 5
12045.4694 	DATA 	Keypress: 5
12049.5169 	DATA 	Keypress: 5
12049.5174 	DATA 	Keypress: 5
12049.5177 	DATA 	Keypress: 5
12051.4579 	DATA 	Keypress: 5
12051.4582 	DATA 	Keypress: 5
12051.4689 	Level Condition: 3 	25
12051.4718 	Level image=tampico.jpg 	25
12053.4556 	Level injecting via pump at address 0 	25
12055.4715 	DATA 	Keypress: 5
12055.4719 	DATA 	Keypress: 5
12055.4722 	DATA 	Keypress: 5
12059.4717 	DATA 	Keypress: 5
12059.4720 	DATA 	Keypress: 5
12059.4723 	DATA 	Keypress: 5
12059.4726 	DATA 	Keypress: 5
12061.4603 	DATA 	Keypress: 5
12061.4738 	Level Condition: 2 	25
12061.4769 	Level image=tampico.jpg 	25
12063.4556 	Level injecting via pump at address 1 	25
12065.4679 	DATA 	Keypress: 5
12065.4682 	DATA 	Keypress: 5
12065.4685 	DATA 	Keypress: 5
12065.4689 	DATA 	Keypress: 5
12069.4713 	DATA 	Keypress: 5
12069.4717 	DATA 	Keypress: 5
12069.4720 	DATA 	Keypress: 5
12071.4582 	DATA 	Keypress: 5
12071.4586 	DATA 	Keypress: 5
12071.4766 	Level Condition: 2 	25
