4738.3327 	WARNING 	Movie2 stim could not be imported and won't be available
4789.7607 	DATA 	Keypress: 5
4789.8041 	Level Condition: 2 	25
4789.8168 	Level image=tampico.jpg 	25
4791.7960 	Level injecting via pump at address 1 	25
4793.8047 	DATA 	Keypress: 5
4793.8052 	DATA 	Keypress: 5
4793.8055 	DATA 	Keypress: 5
4797.8096 	DATA 	Keypress: 5
4797.8100 	DATA 	Keypress: 5
4797.8103 	DATA 	Keypress: 5
4799.7954 	DATA 	Keypress: 5
4799.7958 	DATA 	Keypress: 5
4799.8036 	Level Condition: 3 	25
4799.8070 	Level image=tampico.jpg 	25
4801.7932 	Level injecting via pump at address 0 	25
4803.8058 	DATA 	Keypress: 5
4803.8062 	DATA 	Keypress: 5
4803.8065 	DATA 	Keypress: 5
4803.8093 	DATA 	Keypress: 5
4807.8083 	DATA 	Keypress: 5
4807.8132 	DATA 	Keypress: 5
4807.8135 	DATA 	Keypress: 5
4809.7956 	DATA 	Keypress: 5
4809.7959 	DATA 	Keypress: 5
4809.8135 	Level Condition: 3 	25
4809.8170 	Level image=tampico.jpg 	25
4811.7932 	Level injecting via pump at address 0 	25
4813.8095 	DATA 	Keypress: 5
4813.8099 	DATA 	Keypress: 5
4813.8102 	DATA 	Keypress: 5
4817.8084 	DATA 	Keypress: 5
4817.8087 	DATA 	Keypress: 5
4817.8122 	DATA 	Keypress: 5
4817.8126 	DATA 	Keypress: 5
4819.7952 	DATA 	Keypress: 5
4819.8171 	Level Condition: 1 	25
4819.8284 	Level image=bottled_water.jpg 	25
4821.7932 	Level injecting via pump at address 1 	25
4823.8177 	DATA 	Keypress: 5
4823.8182 	DATA 	Keypress: 5
4823.8186 	DATA 	Keypress: 5
4823.8193 	DATA 	Keypress: 5
4827.8087 	DATA 	Keypress: 5
4827.8092 	DATA 	Keypress: 5
4827.8096 	DATA 	Keypress: 5
4829.7953 	DATA 	Keypress: 5
4829.7957 	DATA 	Keypress: 5
4829.8197 	Level Condition: 0 	25
4829.8255 	Level image=bottled_water.jpg 	25
4831.7931 	Level injecting via pump at address 0 	25
4833.8051 	DATA 	Keypress: 5
4833.8055 	DATA 	Keypress: 5
4833.8058 	DATA 	Keypress: 5
4837.8090 	DATA 	Keypress: 5
4837.8093 	DATA 	Keypress: 5
4837.8097 	DATA 	Keypress: 5
4837.8100 	DATA 	Keypress: 5
4839.7955 	DATA 	Keypress: 5
4839.7982 	DATA 	Keypress: 5
4839.8106 	Level Condition: 0 	25
4839.8157 	Level image=bottled_water.jpg 	25
4841.7932 	Level injecting via pump at address 0 	25
4843.8064 	DATA 	Keypress: 5
4843.8068 	DATA 	Keypress: 5
4843.8071 	DATA 	Keypress: 5
4847.8171 	DATA 	Keypress: 5
4847.8175 	DATA 	Keypress: 5
4847.8178 	DATA 	Keypress: 5
4847.8181 	DATA 	Keypress: 5
4849.7954 	DATA 	Keypress: 5
4849.8162 	Level Condition: 2 	25
4849.8200 	Level image=tampico.jpg 	25
4851.7931 	Level injecting via pump at address 1 	25
4853.8051 	DATA 	Keypress: 5
4853.8055 	DATA 	Keypress: 5
4853.8058 	DATA 	Keypress: 5
4853.8062 	DATA 	Keypress: 5
4857.8094 	DATA 	Keypress: 5
4857.8180 	DATA 	Keypress: 5
4857.8184 	DATA 	Keypress: 5
4859.7956 	DATA 	Keypress: 5
4859.7959 	DATA 	Keypress: 5
4859.8205 	Level Condition: 0 	25
4859.8269 	Level image=bottled_water.jpg 	25
4861.7932 	Level injecting via pump at address 0 	25
4863.8051 	DATA 	Keypress: 5
4863.8056 	DATA 	Keypress: 5
4863.8058 	DATA 	Keypress: 5
4867.8082 	DATA 	Keypress: 5
4867.8085 	DATA 	Keypress: 5
4867.8088 	DATA 	Keypress: 5
4867.8092 	DATA 	Keypress: 5
4869.7955 	DATA 	Keypress: 5
4869.8014 	DATA 	Keypress: 5
4869.8067 	Level Condition: 2 	25
4869.8103 	Level image=tampico.jpg 	25
4871.7931 	Level injecting via pump at address 1 	25
4873.8265 	DATA 	Keypress: 5
4873.8270 	DATA 	Keypress: 5
4873.8276 	DATA 	Keypress: 5
4877.8080 	DATA 	Keypress: 5
4877.8083 	DATA 	Keypress: 5
4877.8086 	DATA 	Keypress: 5
4879.7955 	DATA 	Keypress: 5
4879.7958 	DATA 	Keypress: 5
4879.8079 	Level Condition: 1 	25
4879.8135 	Level image=bottled_water.jpg 	25
4881.7932 	Level injecting via pump at address 1 	25
4883.8052 	DATA 	Keypress: 5
4883.8056 	DATA 	Keypress: 5
4883.8059 	DATA 	Keypress: 5
4883.8088 	DATA 	Keypress: 5
4887.8507 	DATA 	Keypress: 5
4887.8537 	DATA 	Keypress: 5
4887.8540 	DATA 	Keypress: 5
4889.7954 	DATA 	Keypress: 5
4889.7981 	DATA 	Keypress: 5
4889.8084 	Level Condition: 3 	25
4889.8116 	Level image=tampico.jpg 	25
4891.7931 	Level injecting via pump at address 0 	25
4893.8048 	DATA 	Keypress: 5
4893.8052 	DATA 	Keypress: 5
4893.8055 	DATA 	Keypress: 5
4897.8086 	DATA 	Keypress: 5
4897.8089 	DATA 	Keypress: 5
4897.8092 	DATA 	Keypress: 5
4897.8095 	DATA 	Keypress: 5
4899.7954 	DATA 	Keypress: 5
4899.8087 	Level Condition: 2 	25
4899.8118 	Level image=tampico.jpg 	25
4901.7932 	Level injecting via pump at address 1 	25
4903.8053 	DATA 	Keypress: 5
4903.8057 	DATA 	Keypress: 5
4903.8060 	DATA 	Keypress: 5
4903.8064 	DATA 	Keypress: 5
4907.8100 	DATA 	Keypress: 5
4907.8301 	DATA 	Keypress: 5
4907.8306 	DATA 	Keypress: 5
4909.7953 	DATA 	Keypress: 5
4909.7957 	DATA 	Keypress: 5
4909.8152 	Level Condition: 1 	25
4909.8212 	Level image=bottled_water.jpg 	25
4911.7931 	Level injecting via pump at address 1 	25
4913.8052 	DATA 	Keypress: 5
4913.8056 	DATA 	Keypress: 5
