5421.0556 	WARNING 	Movie2 stim could not be imported and won't be available
5485.3509 	DATA 	Keypress: 5
5485.3914 	Level Condition: 1 	25
5485.4121 	Level image=bottled_water.jpg 	25
5487.3837 	Level injecting via pump at address 1 	25
5489.3922 	DATA 	Keypress: 5
5489.3926 	DATA 	Keypress: 5
5489.3928 	DATA 	Keypress: 5
5493.3969 	DATA 	Keypress: 5
5493.3973 	DATA 	Keypress: 5
5493.3975 	DATA 	Keypress: 5
5495.3832 	DATA 	Keypress: 5
5495.3859 	DATA 	Keypress: 5
5495.3960 	Level Condition: 2 	25
5495.4020 	Level image=tampico.jpg 	25
5497.3808 	Level injecting via pump at address 1 	25
5499.3921 	DATA 	Keypress: 5
5499.3924 	DATA 	Keypress: 5
5499.3948 	DATA 	Keypress: 5
5499.3954 	DATA 	Keypress: 5
5503.3961 	DATA 	Keypress: 5
5503.3965 	DATA 	Keypress: 5
5503.3968 	DATA 	Keypress: 5
5505.3831 	DATA 	Keypress: 5
5505.3835 	DATA 	Keypress: 5
5505.4038 	Level Condition: 0 	25
5505.4100 	Level image=bottled_water.jpg 	25
5507.3809 	Level injecting via pump at address 0 	25
5509.3930 	DATA 	Keypress: 5
5509.3934 	DATA 	Keypress: 5
5509.3936 	DATA 	Keypress: 5
5513.3966 	DATA 	Keypress: 5
5513.4087 	DATA 	Keypress: 5
5513.4092 	DATA 	Keypress: 5
5513.4096 	DATA 	Keypress: 5
5515.3831 	DATA 	Keypress: 5
5515.4079 	Level Condition: 0 	25
5515.4140 	Level image=bottled_water.jpg 	25
5517.3809 	Level injecting via pump at address 0 	25
5519.3925 	DATA 	Keypress: 5
5519.3928 	DATA 	Keypress: 5
5519.3930 	DATA 	Keypress: 5
5519.3935 	DATA 	Keypress: 5
5523.3957 	DATA 	Keypress: 5
5523.3960 	DATA 	Keypress: 5
5523.3963 	DATA 	Keypress: 5
5525.3831 	DATA 	Keypress: 5
5525.3834 	DATA 	Keypress: 5
5525.3962 	Level Condition: 2 	25
5525.3997 	Level image=tampico.jpg 	25
5527.3809 	Level injecting via pump at address 1 	25
5529.4106 	DATA 	Keypress: 5
5529.4111 	DATA 	Keypress: 5
5529.4114 	DATA 	Keypress: 5
5533.3958 	DATA 	Keypress: 5
